Game_Name,Review_Text,Review_Date,Sentiment_Score,Sentiment_Label,User_Name,Playtime_Hours,Helpfulness_Score,Recommendation,Text_Length,Year,Month,Quarter,Month_Name,Weekday
Counter-Strike: Global Offensive,"Average game, has potential but needs work.",2024-10-10,-0.168,Negative,User_2988,270,41,Not Recommended,43,2024,10,Q4,October,Thursday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-10-07,0.1131,Positive,User_4191,1269,36,Recommended,45,2024,10,Q4,October,Monday
Counter-Strike: Global Offensive,"Meh, expected more from this game honestly.",2024-10-13,-0.0737,Neutral,User_9783,254,2,Not Recommended,43,2024,10,Q4,October,Sunday
Counter-Strike: Global Offensive,"Average game, has potential but needs work.",2024-10-15,-0.0531,Neutral,User_4638,1813,16,Not Recommended,43,2024,10,Q4,October,Tuesday
Counter-Strike: Global Offensive,"Average game, has potential but needs work.",2024-10-14,-0.0363,Neutral,User_6715,1895,32,Not Recommended,43,2024,10,Q4,October,Monday
Counter-Strike: Global Offensive,"Awful gameplay, very disappointing overall.",2024-10-25,-0.3826,Negative,User_7970,133,13,Not Recommended,43,2024,10,Q4,October,Friday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-10-17,0.4759,Positive,User_2203,1660,18,Recommended,49,2024,10,Q4,October,Thursday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-10-18,0.6127,Positive,User_3346,1712,42,Recommended,49,2024,10,Q4,October,Friday
Counter-Strike: Global Offensive,"Good game but not exceptional, solid 7/10.",2024-10-07,0.0497,Neutral,User_7920,1660,43,Recommended,42,2024,10,Q4,October,Monday
Counter-Strike: Global Offensive,"Good game but not exceptional, solid 7/10.",2024-11-13,0.1439,Positive,User_7753,1721,6,Recommended,42,2024,11,Q4,November,Wednesday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-11-10,0.4008,Positive,User_1600,948,16,Recommended,49,2024,11,Q4,November,Sunday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-11-19,0.1778,Positive,User_7877,590,32,Recommended,45,2024,11,Q4,November,Tuesday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-11-14,0.3347,Positive,User_8513,595,36,Recommended,56,2024,11,Q4,November,Thursday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-11-16,0.3503,Positive,User_9976,1253,23,Recommended,56,2024,11,Q4,November,Saturday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-11-25,0.2156,Positive,User_5796,763,47,Recommended,45,2024,11,Q4,November,Monday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-11-23,0.2396,Positive,User_3983,211,48,Recommended,45,2024,11,Q4,November,Saturday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-11-21,0.3769,Positive,User_3454,1984,43,Recommended,49,2024,11,Q4,November,Thursday
Counter-Strike: Global Offensive,"Awful gameplay, very disappointing overall.",2024-11-14,-0.4251,Negative,User_7165,941,2,Not Recommended,43,2024,11,Q4,November,Thursday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-11-24,0.0075,Neutral,User_1386,1620,28,Recommended,45,2024,11,Q4,November,Sunday
Counter-Strike: Global Offensive,"Average game, has potential but needs work.",2024-11-12,-0.0227,Neutral,User_3143,1437,17,Not Recommended,43,2024,11,Q4,November,Tuesday
Counter-Strike: Global Offensive,Decent gameplay but could use some improvements.,2024-11-17,0.1273,Positive,User_9828,1701,2,Recommended,48,2024,11,Q4,November,Sunday
Counter-Strike: Global Offensive,Decent gameplay but could use some improvements.,2024-11-21,0.1478,Positive,User_3632,1097,48,Recommended,48,2024,11,Q4,November,Thursday
Counter-Strike: Global Offensive,"It's okay I guess, nothing special though.",2024-11-19,-0.1375,Negative,User_1711,786,19,Not Recommended,42,2024,11,Q4,November,Tuesday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-11-12,0.0407,Neutral,User_4162,1717,49,Recommended,49,2024,11,Q4,November,Tuesday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-10-29,0.0432,Neutral,User_3393,969,10,Recommended,49,2024,10,Q4,October,Tuesday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-10-29,0.4,Positive,User_4916,246,23,Recommended,49,2024,10,Q4,October,Tuesday
Counter-Strike: Global Offensive,"It's okay I guess, nothing special though.",2024-11-03,-0.0048,Neutral,User_6983,130,28,Not Recommended,42,2024,11,Q4,November,Sunday
Counter-Strike: Global Offensive,"Average game, has potential but needs work.",2024-10-30,-0.1447,Negative,User_5564,1439,26,Not Recommended,43,2024,10,Q4,October,Wednesday
Counter-Strike: Global Offensive,"Awful gameplay, very disappointing overall.",2024-11-09,-0.5719,Negative,User_2237,538,19,Not Recommended,43,2024,11,Q4,November,Saturday
Counter-Strike: Global Offensive,"Waste of money, developers don't care about players.",2024-11-09,-0.4361,Negative,User_3457,1980,39,Not Recommended,52,2024,11,Q4,November,Saturday
Counter-Strike: Global Offensive,"Average game, has potential but needs work.",2024-10-29,-0.0471,Neutral,User_4925,733,20,Not Recommended,43,2024,10,Q4,October,Tuesday
Counter-Strike: Global Offensive,"Not impressed, many better alternatives available.",2024-10-29,-0.2663,Negative,User_7004,1129,28,Not Recommended,50,2024,10,Q4,October,Tuesday
Counter-Strike: Global Offensive,Decent gameplay but could use some improvements.,2024-10-30,0.0451,Neutral,User_4254,1439,43,Recommended,48,2024,10,Q4,October,Wednesday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-11-14,0.7216,Positive,User_8098,805,27,Recommended,49,2024,11,Q4,November,Thursday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-10-30,0.3153,Positive,User_8847,729,29,Recommended,49,2024,10,Q4,October,Wednesday
Counter-Strike: Global Offensive,"Meh, expected more from this game honestly.",2024-11-17,-0.2058,Negative,User_2008,754,31,Not Recommended,43,2024,11,Q4,November,Sunday
Counter-Strike: Global Offensive,"Not impressed, many better alternatives available.",2024-11-19,-0.0552,Neutral,User_1494,209,11,Not Recommended,50,2024,11,Q4,November,Tuesday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-11-09,0.1163,Positive,User_6155,1968,41,Recommended,49,2024,11,Q4,November,Saturday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-11-16,0.1832,Positive,User_7177,1165,30,Recommended,49,2024,11,Q4,November,Saturday
Counter-Strike: Global Offensive,"Meh, expected more from this game honestly.",2024-11-07,-0.2755,Negative,User_3232,802,5,Not Recommended,43,2024,11,Q4,November,Thursday
Counter-Strike: Global Offensive,"Average game, has potential but needs work.",2024-11-04,-0.0231,Neutral,User_6423,361,26,Not Recommended,43,2024,11,Q4,November,Monday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-11-17,0.3972,Positive,User_6376,711,4,Recommended,49,2024,11,Q4,November,Sunday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-12-20,0.0422,Neutral,User_3044,1338,24,Recommended,45,2024,12,Q4,December,Friday
Counter-Strike: Global Offensive,Decent gameplay but could use some improvements.,2024-12-15,0.2762,Positive,User_9660,1754,47,Recommended,48,2024,12,Q4,December,Sunday
Counter-Strike: Global Offensive,Decent gameplay but could use some improvements.,2024-12-02,0.1711,Positive,User_1295,1900,9,Recommended,48,2024,12,Q4,December,Monday
Counter-Strike: Global Offensive,"Broken mechanics, would not recommend to anyone.",2024-12-03,-0.413,Negative,User_7896,389,16,Not Recommended,48,2024,12,Q4,December,Tuesday
Counter-Strike: Global Offensive,"Not impressed, many better alternatives available.",2024-12-07,-0.0657,Neutral,User_7454,1717,36,Not Recommended,50,2024,12,Q4,December,Saturday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-12-20,0.1725,Positive,User_8036,196,5,Recommended,49,2024,12,Q4,December,Friday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-12-17,0.3516,Positive,User_4834,199,25,Recommended,56,2024,12,Q4,December,Tuesday
Counter-Strike: Global Offensive,"Good game but not exceptional, solid 7/10.",2024-12-21,0.1127,Positive,User_2427,1127,49,Recommended,42,2024,12,Q4,December,Saturday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-11-26,0.6432,Positive,User_3960,881,29,Recommended,49,2024,11,Q4,November,Tuesday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-12-20,0.3002,Positive,User_3713,1969,28,Recommended,56,2024,12,Q4,December,Friday
Counter-Strike: Global Offensive,"Good game but not exceptional, solid 7/10.",2024-12-08,0.1577,Positive,User_8486,572,25,Recommended,42,2024,12,Q4,December,Sunday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-12-03,0.3331,Positive,User_2601,317,8,Recommended,49,2024,12,Q4,December,Tuesday
Counter-Strike: Global Offensive,Amazing game! Love the graphics and gameplay mechanics.,2024-12-19,0.3029,Positive,User_2972,1280,4,Recommended,55,2024,12,Q4,December,Thursday
Counter-Strike: Global Offensive,"Not impressed, many better alternatives available.",2024-12-13,-0.1854,Negative,User_2098,1450,38,Not Recommended,50,2024,12,Q4,December,Friday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-12-23,0.1134,Positive,User_2545,1883,29,Recommended,49,2024,12,Q4,December,Monday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-12-12,0.0583,Neutral,User_5394,16,6,Recommended,49,2024,12,Q4,December,Thursday
Counter-Strike: Global Offensive,Decent gameplay but could use some improvements.,2024-12-07,0.2877,Positive,User_3620,230,36,Recommended,48,2024,12,Q4,December,Saturday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-11-26,0.0645,Neutral,User_3702,108,33,Recommended,45,2024,11,Q4,November,Tuesday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-12-23,0.3292,Positive,User_7469,1179,2,Recommended,56,2024,12,Q4,December,Monday
Counter-Strike: Global Offensive,"Good game but not exceptional, solid 7/10.",2024-12-10,0.1743,Positive,User_2741,606,36,Recommended,42,2024,12,Q4,December,Tuesday
Counter-Strike: Global Offensive,"Average game, has potential but needs work.",2024-11-29,-0.0772,Neutral,User_8668,1191,25,Not Recommended,43,2024,11,Q4,November,Friday
Counter-Strike: Global Offensive,Decent gameplay but could use some improvements.,2024-12-03,0.0569,Neutral,User_2685,1710,13,Recommended,48,2024,12,Q4,December,Tuesday
Counter-Strike: Global Offensive,Decent gameplay but could use some improvements.,2024-12-15,0.1836,Positive,User_4101,632,15,Recommended,48,2024,12,Q4,December,Sunday
Counter-Strike: Global Offensive,"Waste of money, developers don't care about players.",2024-12-18,-0.6507,Negative,User_2846,1880,26,Not Recommended,52,2024,12,Q4,December,Wednesday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-11-28,0.2228,Positive,User_2916,839,10,Recommended,49,2024,11,Q4,November,Thursday
Counter-Strike: Global Offensive,Amazing game! Love the graphics and gameplay mechanics.,2024-12-22,0.5559,Positive,User_4135,576,27,Recommended,55,2024,12,Q4,December,Sunday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-12-03,0.0073,Neutral,User_7057,1802,35,Recommended,49,2024,12,Q4,December,Tuesday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-12-01,0.3834,Positive,User_9611,1994,19,Recommended,56,2024,12,Q4,December,Sunday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-11-26,0.1951,Positive,User_8722,676,48,Recommended,49,2024,11,Q4,November,Tuesday
Counter-Strike: Global Offensive,"Excellent update, developers really listen to community.",2024-11-30,0.437,Positive,User_4979,109,12,Recommended,56,2024,11,Q4,November,Saturday
Counter-Strike: Global Offensive,Amazing game! Love the graphics and gameplay mechanics.,2024-12-19,0.5192,Positive,User_2945,694,0,Recommended,55,2024,12,Q4,December,Thursday
Counter-Strike: Global Offensive,"Not impressed, many better alternatives available.",2024-11-29,-0.203,Negative,User_6302,1244,42,Not Recommended,50,2024,11,Q4,November,Friday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-12-23,0.5659,Positive,User_7974,462,37,Recommended,49,2024,12,Q4,December,Monday
Counter-Strike: Global Offensive,"Good game but not exceptional, solid 7/10.",2024-12-17,0.1917,Positive,User_1403,1432,4,Recommended,42,2024,12,Q4,December,Tuesday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-12-02,0.3871,Positive,User_9716,1779,32,Recommended,49,2024,12,Q4,December,Monday
Counter-Strike: Global Offensive,"Not impressed, many better alternatives available.",2024-12-03,-0.0139,Neutral,User_3184,795,38,Not Recommended,50,2024,12,Q4,December,Tuesday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-12-19,0.1668,Positive,User_4321,385,2,Recommended,49,2024,12,Q4,December,Thursday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-12-03,0.6072,Positive,User_8494,1191,15,Recommended,49,2024,12,Q4,December,Tuesday
Counter-Strike: Global Offensive,"Average game, has potential but needs work.",2024-12-06,-0.101,Negative,User_5600,560,39,Not Recommended,43,2024,12,Q4,December,Friday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-12-15,0.3279,Positive,User_6316,1240,40,Recommended,49,2024,12,Q4,December,Sunday
Counter-Strike: Global Offensive,"Average game, has potential but needs work.",2024-12-17,-0.0184,Neutral,User_1577,1479,2,Not Recommended,43,2024,12,Q4,December,Tuesday
Counter-Strike: Global Offensive,"Good game but not exceptional, solid 7/10.",2024-11-30,0.0512,Neutral,User_6511,652,49,Recommended,42,2024,11,Q4,November,Saturday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-12-20,0.3377,Positive,User_3144,1964,42,Recommended,49,2024,12,Q4,December,Friday
Counter-Strike: Global Offensive,Amazing game! Love the graphics and gameplay mechanics.,2024-12-21,0.5,Positive,User_6125,1920,4,Recommended,55,2024,12,Q4,December,Saturday
Counter-Strike: Global Offensive,"Broken mechanics, would not recommend to anyone.",2024-12-24,-0.3228,Negative,User_6025,1924,24,Not Recommended,48,2024,12,Q4,December,Tuesday
Counter-Strike: Global Offensive,"Fantastic multiplayer experience, very addictive!",2024-12-24,0.7343,Positive,User_5432,1834,30,Recommended,49,2024,12,Q4,December,Tuesday
Counter-Strike: Global Offensive,"Not impressed, many better alternatives available.",2024-12-05,-0.1777,Negative,User_5154,913,2,Not Recommended,50,2024,12,Q4,December,Thursday
Counter-Strike: Global Offensive,Amazing game! Love the graphics and gameplay mechanics.,2024-12-18,0.5514,Positive,User_6975,509,31,Recommended,55,2024,12,Q4,December,Wednesday
Counter-Strike: Global Offensive,Decent gameplay but could use some improvements.,2024-12-17,0.1293,Positive,User_7283,817,8,Recommended,48,2024,12,Q4,December,Tuesday
Counter-Strike: Global Offensive,"Meh, expected more from this game honestly.",2024-11-28,-0.0482,Neutral,User_8567,67,43,Not Recommended,43,2024,11,Q4,November,Thursday
Counter-Strike: Global Offensive,"It's okay I guess, nothing special though.",2024-12-23,-0.1608,Negative,User_3116,1046,49,Not Recommended,42,2024,12,Q4,December,Monday
Counter-Strike: Global Offensive,"Waste of money, developers don't care about players.",2024-12-12,-0.4342,Negative,User_4589,567,27,Not Recommended,52,2024,12,Q4,December,Thursday
Counter-Strike: Global Offensive,Amazing game! Love the graphics and gameplay mechanics.,2024-12-12,0.5299,Positive,User_1451,699,23,Recommended,55,2024,12,Q4,December,Thursday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-12-21,0.26,Positive,User_5345,902,49,Recommended,49,2024,12,Q4,December,Saturday
Counter-Strike: Global Offensive,"It's okay I guess, nothing special though.",2024-12-15,-0.1544,Negative,User_4679,698,25,Not Recommended,42,2024,12,Q4,December,Sunday
Counter-Strike: Global Offensive,Amazing game! Love the graphics and gameplay mechanics.,2024-12-08,0.4112,Positive,User_8675,1741,3,Recommended,55,2024,12,Q4,December,Sunday
Counter-Strike: Global Offensive,"It's okay I guess, nothing special though.",2024-12-23,-0.011,Neutral,User_3657,1075,14,Not Recommended,42,2024,12,Q4,December,Monday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-12-17,0.2558,Positive,User_9722,209,20,Recommended,49,2024,12,Q4,December,Tuesday
Counter-Strike: Global Offensive,Amazing game! Love the graphics and gameplay mechanics.,2024-12-09,0.6378,Positive,User_2661,1938,20,Recommended,55,2024,12,Q4,December,Monday
Counter-Strike: Global Offensive,"Not bad, worth trying if you like this genre.",2024-11-29,0.0862,Neutral,User_5675,1112,33,Recommended,45,2024,11,Q4,November,Friday
Counter-Strike: Global Offensive,"Pretty good game overall, has some nice features.",2024-12-06,0.2086,Positive,User_4772,1820,15,Recommended,49,2024,12,Q4,December,Friday
Counter-Strike: Global Offensive,Decent gameplay but could use some improvements.,2024-12-19,0.2747,Positive,User_3405,988,15,Recommended,48,2024,12,Q4,December,Thursday
Counter-Strike: Global Offensive,Decent gameplay but could use some improvements.,2024-12-25,0.2631,Positive,User_6867,711,11,Recommended,48,2024,12,Q4,December,Wednesday
Counter-Strike: Global Offensive,Amazing game! Love the graphics and gameplay mechanics.,2024-12-23,0.3086,Positive,User_1473,158,16,Recommended,55,2024,12,Q4,December,Monday
Counter-Strike: Global Offensive,"Average game, has potential but needs work.",2024-12-17,-0.0931,Neutral,User_6283,1962,22,Not Recommended,43,2024,12,Q4,December,Tuesday
Counter-Strike: Global Offensive,"Great experience, highly recommend to all gamers!",2024-11-26,0.7013,Positive,User_4520,632,45,Recommended,49,2024,11,Q4,November,Tuesday
Dota 2,"It's okay I guess, nothing special though.",2024-01-02,-0.0019,Neutral,User_2566,1088,10,Not Recommended,42,2024,1,Q1,January,Tuesday
Dota 2,"Great experience, highly recommend to all gamers!",2024-01-24,0.566,Positive,User_2601,325,46,Recommended,49,2024,1,Q1,January,Wednesday
Dota 2,Decent gameplay but could use some improvements.,2024-01-01,0.193,Positive,User_2967,1238,16,Recommended,48,2024,1,Q1,January,Monday
Dota 2,"Average game, has potential but needs work.",2024-01-30,-0.299,Negative,User_5816,636,29,Not Recommended,43,2024,1,Q1,January,Tuesday
Dota 2,"It's okay I guess, nothing special though.",2024-01-05,-0.1215,Negative,User_7794,432,16,Not Recommended,42,2024,1,Q1,January,Friday
Dota 2,"Pretty good game overall, has some nice features.",2024-01-27,0.246,Positive,User_7939,738,40,Recommended,49,2024,1,Q1,January,Saturday
Dota 2,"Excellent update, developers really listen to community.",2024-01-18,1.0,Positive,User_2289,887,23,Recommended,56,2024,1,Q1,January,Thursday
Dota 2,"Awful gameplay, very disappointing overall.",2024-01-20,-0.3708,Negative,User_2111,534,1,Not Recommended,43,2024,1,Q1,January,Saturday
Dota 2,"Great experience, highly recommend to all gamers!",2024-01-28,0.513,Positive,User_8165,1549,43,Recommended,49,2024,1,Q1,January,Sunday
Dota 2,"Not impressed, many better alternatives available.",2024-01-05,-0.1097,Negative,User_6909,541,27,Not Recommended,50,2024,1,Q1,January,Friday
Dota 2,"Average game, has potential but needs work.",2024-01-07,-0.1683,Negative,User_1325,1959,40,Not Recommended,43,2024,1,Q1,January,Sunday
Dota 2,"Pretty good game overall, has some nice features.",2024-01-14,0.2023,Positive,User_5632,815,34,Recommended,49,2024,1,Q1,January,Sunday
Dota 2,"Meh, expected more from this game honestly.",2024-01-13,-0.2231,Negative,User_7434,1549,32,Not Recommended,43,2024,1,Q1,January,Saturday
Dota 2,"Terrible experience, full of bugs and glitches.",2024-01-06,-0.6794,Negative,User_2279,1922,38,Not Recommended,47,2024,1,Q1,January,Saturday
Dota 2,"Not bad, worth trying if you like this genre.",2024-01-29,0.0456,Neutral,User_5656,1632,15,Recommended,45,2024,1,Q1,January,Monday
Dota 2,"Great experience, highly recommend to all gamers!",2024-01-18,0.5001,Positive,User_5631,1065,7,Recommended,49,2024,1,Q1,January,Thursday
Dota 2,"Waste of money, developers don't care about players.",2024-01-20,-0.3514,Negative,User_6146,1227,25,Not Recommended,52,2024,1,Q1,January,Saturday
Dota 2,Amazing game! Love the graphics and gameplay mechanics.,2024-01-29,0.3192,Positive,User_7129,167,42,Recommended,55,2024,1,Q1,January,Monday
Dota 2,"Great experience, highly recommend to all gamers!",2024-01-22,0.3156,Positive,User_9079,1121,31,Recommended,49,2024,1,Q1,January,Monday
Dota 2,Amazing game! Love the graphics and gameplay mechanics.,2024-01-08,0.5854,Positive,User_1209,911,38,Recommended,55,2024,1,Q1,January,Monday
Dota 2,"Great experience, highly recommend to all gamers!",2024-01-08,0.687,Positive,User_7110,1259,28,Recommended,49,2024,1,Q1,January,Monday
Dota 2,"Pretty good game overall, has some nice features.",2024-01-03,0.0445,Neutral,User_2522,104,37,Recommended,49,2024,1,Q1,January,Wednesday
Dota 2,"Good game but not exceptional, solid 7/10.",2024-01-14,0.2227,Positive,User_2686,73,26,Recommended,42,2024,1,Q1,January,Sunday
Dota 2,"Terrible experience, full of bugs and glitches.",2024-01-24,-0.3078,Negative,User_4922,166,31,Not Recommended,47,2024,1,Q1,January,Wednesday
Dota 2,"Waste of money, developers don't care about players.",2024-01-17,-0.6252,Negative,User_9674,241,41,Not Recommended,52,2024,1,Q1,January,Wednesday
Dota 2,"Waste of money, developers don't care about players.",2024-01-27,-0.3426,Negative,User_2317,1218,17,Not Recommended,52,2024,1,Q1,January,Saturday
Dota 2,"Fantastic multiplayer experience, very addictive!",2024-01-29,0.4856,Positive,User_2770,313,38,Recommended,49,2024,1,Q1,January,Monday
Dota 2,"Excellent update, developers really listen to community.",2024-01-28,0.3183,Positive,User_5614,1973,46,Recommended,56,2024,1,Q1,January,Sunday
Dota 2,Decent gameplay but could use some improvements.,2024-02-17,0.2759,Positive,User_6827,1394,23,Recommended,48,2024,2,Q1,February,Saturday
Dota 2,Amazing game! Love the graphics and gameplay mechanics.,2024-02-15,0.5381,Positive,User_6203,39,48,Recommended,55,2024,2,Q1,February,Thursday
Dota 2,"Great experience, highly recommend to all gamers!",2024-02-23,0.4621,Positive,User_1582,697,43,Recommended,49,2024,2,Q1,February,Friday
Dota 2,"Meh, expected more from this game honestly.",2024-02-17,-0.1582,Negative,User_5843,31,21,Not Recommended,43,2024,2,Q1,February,Saturday
Dota 2,"Excellent update, developers really listen to community.",2024-02-12,0.6249,Positive,User_1785,728,6,Recommended,56,2024,2,Q1,February,Monday
Dota 2,"Good game but not exceptional, solid 7/10.",2024-02-22,0.1463,Positive,User_2572,38,46,Recommended,42,2024,2,Q1,February,Thursday
Dota 2,"Not impressed, many better alternatives available.",2024-02-22,-0.1048,Negative,User_3522,1839,26,Not Recommended,50,2024,2,Q1,February,Thursday
Dota 2,"Pretty good game overall, has some nice features.",2024-02-27,0.2515,Positive,User_8297,1158,1,Recommended,49,2024,2,Q1,February,Tuesday
Dota 2,"Excellent update, developers really listen to community.",2024-02-18,0.9246,Positive,User_8079,187,1,Recommended,56,2024,2,Q1,February,Sunday
Dota 2,"Waste of money, developers don't care about players.",2024-02-14,-0.3667,Negative,User_2510,156,44,Not Recommended,52,2024,2,Q1,February,Wednesday
Dota 2,"Excellent update, developers really listen to community.",2024-02-15,0.9165,Positive,User_6150,473,6,Recommended,56,2024,2,Q1,February,Thursday
Dota 2,"Fantastic multiplayer experience, very addictive!",2024-02-15,0.7581,Positive,User_8479,869,43,Recommended,49,2024,2,Q1,February,Thursday
Dota 2,"Broken mechanics, would not recommend to anyone.",2024-02-21,-0.4848,Negative,User_6444,897,0,Not Recommended,48,2024,2,Q1,February,Wednesday
Dota 2,"Broken mechanics, would not recommend to anyone.",2024-02-13,-0.4556,Negative,User_8381,1797,13,Not Recommended,48,2024,2,Q1,February,Tuesday
Dota 2,Decent gameplay but could use some improvements.,2024-02-07,0.2779,Positive,User_6476,626,44,Recommended,48,2024,2,Q1,February,Wednesday
Dota 2,"It's okay I guess, nothing special though.",2024-02-26,-0.0063,Neutral,User_8076,1601,21,Not Recommended,42,2024,2,Q1,February,Monday
Dota 2,"Broken mechanics, would not recommend to anyone.",2024-02-17,-0.4438,Negative,User_5916,1187,14,Not Recommended,48,2024,2,Q1,February,Saturday
Dota 2,"Good game but not exceptional, solid 7/10.",2024-01-31,0.1516,Positive,User_9693,1538,13,Recommended,42,2024,1,Q1,January,Wednesday
Dota 2,Amazing game! Love the graphics and gameplay mechanics.,2024-02-08,0.3651,Positive,User_1827,1773,36,Recommended,55,2024,2,Q1,February,Thursday
Dota 2,Decent gameplay but could use some improvements.,2024-02-09,0.0332,Neutral,User_6103,715,40,Recommended,48,2024,2,Q1,February,Friday
Dota 2,"Average game, has potential but needs work.",2024-02-22,-0.0395,Neutral,User_8625,1412,45,Not Recommended,43,2024,2,Q1,February,Thursday
Dota 2,"Terrible experience, full of bugs and glitches.",2024-02-02,-0.4418,Negative,User_3283,536,0,Not Recommended,47,2024,2,Q1,February,Friday
Dota 2,"Excellent update, developers really listen to community.",2024-02-29,0.7028,Positive,User_7446,1638,48,Recommended,56,2024,2,Q1,February,Thursday
Dota 2,"Waste of money, developers don't care about players.",2024-02-18,-0.9717,Negative,User_1151,864,6,Not Recommended,52,2024,2,Q1,February,Sunday
Dota 2,"Excellent update, developers really listen to community.",2024-02-04,0.5286,Positive,User_3359,1940,30,Recommended,56,2024,2,Q1,February,Sunday
Dota 2,"Meh, expected more from this game honestly.",2024-02-10,-0.2747,Negative,User_5562,1158,24,Not Recommended,43,2024,2,Q1,February,Saturday
Dota 2,"Average game, has potential but needs work.",2024-02-21,-0.1535,Negative,User_9152,875,33,Not Recommended,43,2024,2,Q1,February,Wednesday
Dota 2,"It's okay I guess, nothing special though.",2024-02-27,-0.2277,Negative,User_4246,1911,30,Not Recommended,42,2024,2,Q1,February,Tuesday
Dota 2,"Not bad, worth trying if you like this genre.",2024-02-14,0.1366,Positive,User_1634,473,17,Recommended,45,2024,2,Q1,February,Wednesday
Dota 2,Amazing game! Love the graphics and gameplay mechanics.,2024-01-31,0.8859,Positive,User_1242,1276,31,Recommended,55,2024,1,Q1,January,Wednesday
Dota 2,Decent gameplay but could use some improvements.,2024-02-19,0.049,Neutral,User_3886,578,32,Recommended,48,2024,2,Q1,February,Monday
Dota 2,"Not bad, worth trying if you like this genre.",2024-02-23,0.1714,Positive,User_5663,43,43,Recommended,45,2024,2,Q1,February,Friday
Dota 2,"Great experience, highly recommend to all gamers!",2024-02-14,0.6536,Positive,User_6004,1156,22,Recommended,49,2024,2,Q1,February,Wednesday
Dota 2,"Fantastic multiplayer experience, very addictive!",2024-02-03,0.3112,Positive,User_4637,363,32,Recommended,49,2024,2,Q1,February,Saturday
Dota 2,"Not impressed, many better alternatives available.",2024-02-10,-0.1891,Negative,User_3636,1787,5,Not Recommended,50,2024,2,Q1,February,Saturday
Dota 2,"Waste of money, developers don't care about players.",2024-02-07,-0.486,Negative,User_9167,443,6,Not Recommended,52,2024,2,Q1,February,Wednesday
Dota 2,"It's okay I guess, nothing special though.",2024-02-02,-0.1179,Negative,User_8721,728,13,Not Recommended,42,2024,2,Q1,February,Friday
Dota 2,Amazing game! Love the graphics and gameplay mechanics.,2024-02-17,0.633,Positive,User_1150,1455,8,Recommended,55,2024,2,Q1,February,Saturday
Dota 2,"Great experience, highly recommend to all gamers!",2024-02-26,0.3131,Positive,User_7326,615,1,Recommended,49,2024,2,Q1,February,Monday
Dota 2,Amazing game! Love the graphics and gameplay mechanics.,2024-02-04,0.6258,Positive,User_3389,1798,44,Recommended,55,2024,2,Q1,February,Sunday
